'Nachname';'Vorname';'Geburtsjahr';'Partei (trim)';'Partei-Nr';'Land (Trim)';'Land-Nr.';'Platz';'Wahlkreis - Nr.'
'Höferlin';'Manuel';1973;'FDP';17;'Rheinland-Pfalz';11;' 5 ';207
'Hoff';'Elke';1957;'FDP';17;'Rheinland-Pfalz';11;' 3 ';198
'Hoffman';'Dr. Bettina';1960;'GRÜNE';4;'Hessen';7;' 9 ';'  '
'Hoffmann';'Dieter';1965;'GRÜNE';4;'Saarland';12;' 3 ';'  '
'Hoffmann';'Dr. Ludwig';1937;'BüSo';5;'Baden-Württemberg';1;' 4 ';'  '
'Hoffmann';'Hans-Viktor';1943;'FDP';17;'Brandenburg';4;' 7 ';'  '
'Hoffmann';'Rolf';1935;'K:Hoffmann';30;;;;7
'Hoffmann';'Susanne';1960;'NPD';22;;;;281
'Hoffmann';'Timo';1978;'BüSo';5;'Berlin';3;' 11 ';'  '
'Hoffmann';'Ulrich';1962;'ödp';23;'Bayern';2;' 2 ';253
'Hoffmeier';'Michael';1969;'GRÜNE';4;'Thüringen';16;' 6 ';189
'Höfken-Deipenbrock';'Ulrike';1955;'GRÜNE';4;'Rheinland-Pfalz';11;' 1 ';203
'Hofmann';'Axel';1944;'DIE LINKE';13;;;;100
'Hofmann';'Frank';1949;'SPD';29;'Bayern';2;' 11 ';250
'Hofmann';'Frank';1957;'BP';3;;;;250
'Hofmann';'Franziska';1948;'CM';7;'Bayern';2;' 10 ';'  '
'Hofmann';'Friedrich';1954;'MLPD';20;'Thüringen';16;' 3 ';'  '
'Hofreiter';'Dr. Anton';1970;'GRÜNE';4;'Bayern';2;' 4 ';222
'Hofstetter';'Hermann';1962;'ödp';23;'Bayern';2;' 21 ';225
'Höger';'Inge';1950;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 3 ';134
'Högl';'Dr. Eva';1969;'SPD';29;'Berlin';3;' 7 ';76
'Hohenadl';'Ruth';1960;'FDP';17;'Bayern';2;' 27 ';218
'Höhfeld';'Jörg';1944;'GRÜNE';4;;;;142
'Hohmann';'Anna Helga Angela';1963;'SPD';29;'Niedersachsen';9;' 44 ';'  '
'Höhn';'Bärbel';1952;'GRÜNE';4;'Nordrhein-Westfalen';10;' 1 ';118
'Höhne';'Renate';1956;'MLPD';20;'Nordrhein-Westfalen';10;' 21 ';'  '
'Holl';'Michael';1990;'K:Holl';30;;;;251
'Höll';'Dr. Barbara';1957;'DIE LINKE';13;'Sachsen';13;' 3 ';153
'Hollack';'Karin';1940;'NPD';22;;;;48
'Holmeier';'Karl';1956;'CSU';8;;;;234
'Holst';'Ingeborg';1938;'Tierschutz';21;'Baden-Württemberg';1;' 1 ';'  '
'Holz';'Angela Brigitte';1979;'SPD';29;'Niedersachsen';9;' 38 ';'  '
'Holzenkamp';'Franz-Josef';1960;'CDU';6;'Niedersachsen';9;' 30 ';33
'Holzer';'Malte';1965;'NPD';22;'Niedersachsen';9;' 5 ';32
'Homburger';'Birgit';1965;'FDP';17;'Baden-Württemberg';1;' 1 ';287
'Hönlinger';'Ingrid';1964;'GRÜNE';4;'Baden-Württemberg';1;' 9 ';265
'Honsel';'Gerhard';1946;'FAMILIE';16;'Nordrhein-Westfalen';10;' 7 ';'  '
'Höntsch';'Michael Hans';1954;'DIE LINKE';13;'Niedersachsen';9;' 29 ';42
'Hopfner';'Dr. Wielant';1942;'NPD';22;'Bayern';2;' 5 ';250
'Hopmann';'Ulrich';1953;'SPD';29;'Nordrhein-Westfalen';10;' 64 ';'  '
'Hoppe';'Siegmund';1953;'PIRATEN';26;'Hamburg';6;' 3 ';'  '
'Hoppe';'Thilo';1958;'GRÜNE';4;'Niedersachsen';9;' 4 ';25
'Horb';'Margaret';1967;'CDU';6;'Baden-Württemberg';1;' 18 ';'  '
'Horbas';'Rainer';1970;'FDP';17;;;;152
'Horn';'Waldemar';1973;'NPD';22;;;;214
'Hörner';'Manfred';1951;'MLPD';20;'Bayern';2;' 9 ';'  '
'Hornig';'Mirco';1973;'REP';14;'Nordrhein-Westfalen';10;' 16 ';'  '
'Hornung';'Cornelia';1975;'SPD';29;'Hessen';7;' 24 ';'  '
'Hornung';'Fritz-Walter';1957;'DIE LINKE';13;;;;181
'Hornung';'Nicole';1958;'PIRATEN';26;'Hessen';7;' 7 ';186
'Hörster';'Heinz-Jürgen';1949;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 26 ';99
'Hörster';'Joachim';1945;'CDU';6;'Rheinland-Pfalz';11;' 1 ';205
'Horz-Hövel';'Sophia';1963;'GRÜNE';4;'Hessen';7;' 15 ';'  '
'Houben';'Bettina';1960;'FDP';17;'Nordrhein-Westfalen';10;' 36 ';96
'Höveler';'Andreas Christian';1944;'DVU';11;'Nordrhein-Westfalen';10;' 4 ';'  '
'Hövelmann';'Heinrich';1956;'FAMILIE';16;'Nordrhein-Westfalen';10;' 12 ';'  '
'Hövener';'Jan';1966;'K:Hövener';30;;;;55
'Höving';'Heiner';1960;'DVU';11;'Sachsen-Anhalt';14;' 1 ';'  '
'Höwing';'Ulrich';1983;'K:Höwing';30;;;;140
'Hoyer';'Dr. Guido';1968;'DIE LINKE';13;'Bayern';2;' 14 ';215
'Hoyer';'Dr. Werner';1951;'FDP';17;'Nordrhein-Westfalen';10;' 4 ';95
'Hubatschek';'André Torsten';1965;'FDP';17;'Sachsen';13;' 8 ';166
'Huber';'Edda';1938;'Tierschutz';21;'Bayern';2;' 5 ';'  '
'Huber';'Judith';1963;'SPD';29;'Berlin';3;' 13 ';'  '
'Huber';'Jürgen';1954;'GRÜNE';4;;;;233
'Huber';'Klaus';1942;'FAMILIE';16;'Bayern';2;' 5 ';'  '
'Huber';'Konrad';1967;'REP';14;'Bayern';2;' 8 ';256
'Huber';'Martin';1960;'REP';14;'Bayern';2;' 9 ';'  '
'Hubig';'Ute';1947;'CDU';6;'Saarland';12;' 10 ';'  '
'Hübinger';'Anette';1955;'CDU';6;'Saarland';12;' 2 ';296
'Hübner';'Bernd Michael';1961;'DIE LINKE';13;;;;123
'Hübner';'Klaas';1967;'SPD';29;;;;72
'Huemer';'Robert';1967;'ödp';23;'Bayern';2;' 22 ';252
'Huffer';'Michael';1956;'DIE LINKE';13;;;;49
'Hufgard';'Christian';1979;'PIRATEN';26;'Hessen';7;' 3 ';'  '
'Hühnlein';'Johannes';1984;'NPD';22;;;;248
'Hultsch';'Roland Wolfgang';1955;'BüSo';5;'Sachsen';13;' 12 ';'  '
'Humme';'Christel';1949;'SPD';29;'Nordrhein-Westfalen';10;' 25 ';140
'Hummel';'Alexander Helmut';1977;'CSU';8;'Bayern';2;' 40 ';'  '
'Hummel';'Peter';1965;'BüSo';5;'Hessen';7;' 5 ';'  '
'Hummel';'Thomas';1982;'BP';3;'Bayern';2;' 10 ';'  '
'Hummel';'Werner';1963;'FAMILIE';16;'Bayern';2;' 10 ';'  '
'Hummert';'Christian';1979;'DIE LINKE';13;'Thüringen';16;' 11 ';'  '
'Hunderlach';'Ralph';1974;'PIRATEN';26;'Bayern';2;' 8 ';'  '
'Hunko';'Andrej Konstantin';1963;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 6 ';88
'Hunner';'Jelica';1960;'BP';3;'Bayern';2;' 25 ';'  '
'Hunner';'Johann';1941;'BP';3;'Bayern';2;' 26 ';'  '
'Hupe';'Vera';1959;'ödp';23;'Thüringen';16;' 6 ';'  '
'Hüppe';'Hubert';1956;'CDU';6;'Nordrhein-Westfalen';10;' 22 ';145
'Hurst';'Martina';1982;'CDU';6;'Baden-Württemberg';1;' 23 ';'  '
'Hussinger';'Monica';1960;'FDP';17;'Saarland';12;' 4 ';'  '
'Huth';'Christian';1964;'BüSo';5;;;;206
'Huth';'Joachim';1960;'BüSo';5;;;;24
'Igelmann';'Richard ';1977;'DVU';11;'Niedersachsen';9;' 5 ';'   '
'Ilius';'Klaus-Dieter';1948;'MLPD';20;'Berlin';3;' 5 ';'  '
'Ilius';'Petra';1950;'MLPD';20;'Berlin';3;' 3 ';85
'Ilkhanipour';'Danial';1981;'SPD';29;;;;21
'Irion';'Jörg Joachim';1939;'MLPD';20;'Brandenburg';4;' 3 ';'  '
'Irmscher';'Philipp';1988;'FDP';17;'Bayern';2;' 42 ';237
'Iseke';'Thomas';1963;'FDP';17;'Niedersachsen';9;' 21 ';44
'Izgin';'Figen';1965;'DIE LINKE';13;'Berlin';3;' 7 ';82
'Jackowski';'Gerlind Annemarie ';1944;'ödp';23;'Niedersachsen';9;' 4 ';'   '
'Jaeschke';'Jan';1990;'NPD';22;;;;274
'Jager';'Dr. Eva';1950;'FDP';17;'Hessen';7;' 34 ';'  '
'Jäger';'Ulf';1964;'DIE LINKE';13;;;;125
'Jagsch';'Stefan';1986;'NPD';22;'Hessen';7;' 5 ';179
'Jahn';'Andreas';1955;'NPD';22;;;;184
'Jahn';'Kirsten';1976;'GRÜNE';4;'Nordrhein-Westfalen';10;' 25 ';'  '
'Jansen';'Franz';1935;'K:Jansen';30;;;;202
'Janssen';'Jan';1971;'K:Janssen';30;;;;9
'Janssen';'Michael';1985;'NPD';22;;;;111
'Janßen';'Cornelius Heinrich';1965;'FDP';17;'Sachsen';13;' 9 ';154
'Janus';'Richard';1970;'GRÜNE';4;'Thüringen';16;' 7 ';190
'Jarmer';'Hans-Werner';1958;'ZENTRUM';12;;;;1
'Jarzombek';'Thomas';1973;'CDU';6;'Nordrhein-Westfalen';10;' 44 ';107
'Jaschkowski';'Erich';1952;'K:Jaschkowski';30;;;;74
'Jasper';'Dr. Dieter';1962;'CDU';6;'Nordrhein-Westfalen';10;' 39 ';129
'Jauernig';'Dorothea';1938;'MLPD';20;'Baden-Württemberg';1;' 8 ';261
'Jehle';'Jochen';1968;'SPD';29;'Baden-Württemberg';1;' 33 ';293
'Jelpke';'Ursula';1951;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 2 ';144
'Jenkel';'Reiner';1950;'DIE LINKE';13;;;;131
'Jennerjahn';'Kai';1983;'Tierschutz';21;'Berlin';3;' 5 ';'  '
'Jens';'Karina Annemarie';1958;'CDU';6;'Mecklenburg-Vorpommern';8;' 10 ';'  '
'Jensen';'Dr. Nils';1975;'ödp';23;'Hamburg';6;' 9 ';'  '
'Jenssen';'Jens';1979;'SPD';29;'Rheinland-Pfalz';11;' 29 ';'  '
'Jenter';'Anneliese';1953;'SPD';29;'Baden-Württemberg';1;' 32 ';294
'Jepsen';'Thomas';1973;'CDU';6;'Schleswig-Holstein';15;' 19 ';'  '
'Jeschke';'Marieluise';1935;'REP';14;'Berlin';3;' 2 ';'  '
'Jesinghausen';'Elke';1955;'CDU';6;'Hessen';7;' 43 ';'  '
'Jezewski';'Heinz-Werner';1958;'DIE LINKE';13;'Schleswig-Holstein';15;' 6 ';1
'Jöbkes';'Bruno';1967;'GRÜNE';4;;;;113
'Jochimsen';'Dr. Lukrezia Luise';1936;'DIE LINKE';13;'Thüringen';16;' 2 ';'  '
'Jochum';'Mathias';1981;'CDU';6;'Saarland';12;' 20 ';'  '
'Jöckle';'Wolfgang';1950;'ödp';23;'Rheinland-Pfalz';11;' 5 ';'  '
'Johanning-Sturm';'Silke';1976;'CDU';6;'Niedersachsen';9;' 45 ';'  '
'Johannpötter';'Norbert';1972;'ödp';23;'Nordrhein-Westfalen';10;' 11 ';'  '
'Johlke';'Gisela';1945;'GRÜNE';4;;;;90
'John';'Robin';1976;'FDP';17;;;;163
'John';'Rüdiger';1977;'ödp';23;'Rheinland-Pfalz';11;' 16 ';'  '
'John';'Siegmar';1939;'BüSo';5;'Sachsen';13;' 11 ';158
'Joosten';'Arnold Peter';1982;'SPD';29;'Rheinland-Pfalz';11;' 16 ';'  '
'Jordan';'Dr. Hans-Heinrich';1948;'CDU';6;'Sachsen-Anhalt';14;' 5 ';67
'Jörns';'Sven Wolfgang';1970;'PIRATEN';26;'Schleswig-Holstein';15;' 4 ';'  '
'Jost';'Ingrid';1948;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 27 ';'  '
'Juchler';'Dr. Ingo';1962;'SPD';29;;;;272
'Julius';'Gert';1936;'DKP';10;'Berlin';3;' 8 ';'  '
'Juner';'Jörg';1967;'SPD';29;'Rheinland-Pfalz';11;' 26 ';'  '
'Jung';'Andreas';1975;'CDU';6;;;;287
'Jung';'Dr. Franz Josef';1949;'CDU';6;'Hessen';7;' 1 ';184
'Jung';'Gabriele';1965;'GRÜNE';4;'Saarland';12;' 4 ';'  '
'Jung';'Johannes';1967;'SPD';29;'Baden-Württemberg';1;' 19 ';271
'Jung';'Manuela';1960;'Tierschutz';21;'Niedersachsen';9;' 3 ';'  '
'Jung';'Sabine';1960;'SPD';29;'Saarland';12;' 8 ';'  '
'Jung';'Walter';1950;'FDP';17;'Rheinland-Pfalz';11;' 14 ';202
'Jung';'Xaver';1962;'CDU';6;'Rheinland-Pfalz';11;' 14 ';210
'Jungmann';'Jörg';1952;'DIE LINKE';13;'Hessen';7;' 6 ';179
'Junker';'Franziska';1963;'DIE LINKE';13;'Niedersachsen';9;' 26 ';26
'Junkereit';'Luzian Bernd';1969;'DIE LINKE';13;;;;135
'Juratovic';'Josip';1959;'SPD';29;'Baden-Württemberg';1;' 15 ';267
'Jürgens';'Ludwig';1942;'SPD';29;'Niedersachsen';9;' 51 ';'  '
'Just';'Dirk';1973;'GRÜNE';4;;;;210
'Jüttner';'Dr. Egon';1942;'CDU';6;'Baden-Württemberg';1;' 14 ';275
'Jüttner';'Johannes';1966;'REP';14;'Bayern';2;' 5 ';'  '
'Kabisch';'Jens ';1984;'SPD';29;'Sachsen';13;' 11 ';152
'Kaczmarek';'Oliver';1970;'SPD';29;'Nordrhein-Westfalen';10;' 48 ';145
'Kaehne';'Arne';1977;'NPD';22;;;;2
'Kaenders';'Gabriele';1951;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 25 ';'  '
'Kaesbach';'Martina';1964;'FDP';17;'Hamburg';6;' 4 ';'  '
'Kahl';'Dr. Hartmut Herrmann';1981;'GRÜNE';4;'Sachsen';13;' 4 ';165
'Kahl';'Michèle';1985;'GRÜNE';4;'Niedersachsen';9;' 15 ';'  '
'Kahraman-Meister';'Yazgülü';1962;'MLPD';20;'Nordrhein-Westfalen';10;' 4 ';'  '
'Kahrs';'Johannes';1963;'SPD';29;;;;19
'Kainz';'Werner';1963;'VIOLETTEN';15;'Bayern';2;' 6 ';'  '
'Kaiser';'Brigitte Ottilie';1944;'RRP';27;'Niedersachsen';9;' 8 ';29
'Kaiser';'Christa';1953;'BüSo';5;'Bayern';2;' 2 ';220
'Kaiser';'Gerhard';1954;'SPD';29;'Hessen';7;' 40 ';'  '
'Kaiser';'Manfred';1968;'ödp';23;'Thüringen';16;' 8 ';'  '
'Kaiser';'Peter';1971;'FDP';17;'Rheinland-Pfalz';11;' 22 ';'  '
'Kaiser';'Sandra';1974;'ödp';23;'Thüringen';16;' 10 ';'  '
'Kalb';'Bartholomäus';1949;'CSU';8;;;;227
'Kalka';'Artur';1969;'Tierschutz';21;'Berlin';3;' 1 ';'  '
'Kallweit';'Patrick';1985;'NPD';22;'Niedersachsen';9;' 4 ';53
'Kallweit';'Uwe';1955;'NPD';22;;;;46
'Kaltenhauser';'Dr. Helmut';1961;'FDP';17;'Bayern';2;' 22 ';247
'Kalteyer';'Norman';1965;'DIE LINKE';13;;;;184
'Kaltschmid';'Uwe';1956;'Volksabst.';1;'Baden-Württemberg';1;' 7 ';'  '
'Kamburoglu';'Ali';1958;'K:Kamburoglu';30;;;;76
'Kaminski';'Maren';1979;'DIE LINKE';13;;;;40
'Kammer';'Hans-Werner';1948;'CDU';6;'Niedersachsen';9;' 13 ';27
'Kammer';'Jürgen';1962;'PIRATEN';26;'Saarland';12;' 4 ';'  '
'Kammer';'Rochus';1956;'FDP';17;'Bayern';2;' 33 ';'  '
'Kammerer';'Günther';1963;'FDP';17;'Bayern';2;' 46 ';230
'Kamp';'Heiner';1964;'FDP';17;'Nordrhein-Westfalen';10;' 19 ';132
'Kampeter';'Steffen';1963;'CDU';6;'Nordrhein-Westfalen';10;' 8 ';135
'Kanitz';'Steffen';1984;'CDU';6;'Nordrhein-Westfalen';10;' 52 ';143
'Kanmaz';'Olcay';1957;'DIE LINKE';13;;;;198
'Kanneder';'Harald';1965;'K:Kanneder';30;;;;231
'Kansiz';'Ahmet';1963;'K:Kansiz';30;;;;185
'Kapp';'Helena';1951;'CDU';6;'Baden-Württemberg';1;' 29 ';'  '
'Karcher';'Thomas';1978;'K:Karcher';30;;;;219
'Karl';'Alois';1950;'CSU';8;;;;232
'Karl';'Andreas';1963;'NPD';22;'Sachsen-Anhalt';14;' 4 ';74
'Karpowski';'Ilja Bertold';1981;'BüSo';5;'Nordrhein-Westfalen';10;' 6 ';97
'Karstens';'Dr. Detleff';1941;'PBC';24;;;;52
'Karstens';'Stefan';1981;'DIE LINKE';13;;;;4
'Kaschke';'Andreas';1967;'NPD';22;;;;97
'Kaschner';'Heidi';1955;'DIE LINKE';13;'Bayern';2;' 19 ';'  '
'Kasem';'Suat';1988;'PIRATEN';26;;;;233
'Kasper';'Jacqueline';1978;'NPD';22;;;;123
'Kaster';'Bernhard Nikolaus';1957;'CDU';6;'Rheinland-Pfalz';11;' 3 ';204
'Kastner';'Susanne';1946;'SPD';29;'Bayern';2;' 2 ';248
'Kästner';'Alexander';1975;'CDU';6;'Thüringen';16;' 8 ';197
'Kästner';'Toni';1985;'BüSo';5;'Sachsen';13;' 2 ';161
'Kather';'Ilse';1948;'MLPD';20;'Berlin';3;' 4 ';'  '
'Kauch';'Michael';1967;'FDP';17;'Nordrhein-Westfalen';10;' 10 ';143
'Kauder';'Siegfried';1950;'CDU';6;;;;286
'Kauder';'Volker';1949;'CDU';6;'Baden-Württemberg';1;' 3 ';285
'Kaufmann';'Dr. Stefan';1969;'CDU';6;;;;258
'Kaufmann';'Johanna';1940;'ödp';23;;;;263
'Kauper';'Thomas';1960;'PBC';24;'Bayern';2;' 7 ';'  '
'Kaute';'Titus-Ivo';1952;'K:Kaute';30;;;;79
'Kekeritz';'Uwe Adolf Otto';1953;'GRÜNE';4;'Bayern';2;' 10 ';243
'Kelber';'Ulrich';1968;'SPD';29;'Nordrhein-Westfalen';10;' 16 ';97
'Keller';'Christian';1976;'SPD';29;'Niedersachsen';9;' 59 ';'  '
'Keller';'Hartmut';1941;'RENTNER';28;'Schleswig-Holstein';15;' 1 ';'  '
'Keller';'Thomas';1959;'FDP';17;'Niedersachsen';9;' 24 ';50
'Kemmerle';'Hans-Jürgen';1953;'DIE LINKE';13;'Baden-Württemberg';1;' 20 ';265
'Kepper-Grämer';'Ulrike';1956;'FDP';17;'Hessen';7;' 37 ';'  '
'Keppler';'Jens';1966;'NPD';22;;;;284
'Kerber';'Michael';1978;'NPD';22;;;;285
'Kern';'Daniel';1983;'CDU';6;'Rheinland-Pfalz';11;' 34 ';'  '
'Kersken';'Bärbel';1964;'MLPD';20;'Thüringen';16;' 7 ';'  '
'Kersting';'Gerd';1956;'ödp';23;'Nordrhein-Westfalen';10;' 1 ';'  '
'Kersting';'Sieglinde';1957;'ödp';23;'Nordrhein-Westfalen';10;' 5 ';'  '
'Kessing';'Ulrike Josefine';1965;'GRÜNE';4;;;;102
'Keßler';'Ilko';1971;'SPD';29;'Sachsen';13;' 12 ';157
'Keßler-Binder';'Achim Robert';1938;'VIOLETTEN';15;;;;10
'Kestler';'Thomas';1975;'GRÜNE';4;;;;241
'Keul';'Katja';1969;'GRÜNE';4;'Niedersachsen';9;' 5 ';41
'Khalil';'Nader';1968;'CDU';6;'Berlin';3;' 13 ';'  '
'Kieckbusch';'Susanne';1961;'GRÜNE';4;'Baden-Württemberg';1;' 19 ';295
'Kiehl';'Dr. Reinhold';1947;'K:Kiehl';30;;;;234
'Kieninger';'Franz Xaver';1964;'REP';14;'Bayern';2;' 11 ';'  '
'Kienzer';'Dr. Cornelia';1957;'Freie Union';18;;;;222
'Kiesewetter';'Roderich';1963;'CDU';6;;;;270
'Kik';'Thomas';1965;'REP';14;'Nordrhein-Westfalen';10;' 10 ';'  '
'Kilic';'Memet';1967;'GRÜNE';4;'Baden-Württemberg';1;' 10 ';279
'Kind';'Lutz';1961;'K:Kind';30;;;;12
'Kindelmann';'Ralf';1976;'CSU';8;'Bayern';2;' 51 ';'  '
'Kindler';'Sven-Christian';1985;'GRÜNE';4;'Niedersachsen';9;' 6 ';36
'Kindo';'Anja';1966;'DIE LINKE';13;'Niedersachsen';9;' 24 ';27
'Kipping';'Katja';1978;'DIE LINKE';13;'Sachsen';13;' 1 ';160
'Kirchgeßner';'Andreas';1959;'DIE LINKE';13;'Baden-Württemberg';1;' 14 ';284
'Kirchmann';'Dr. Josef';1946;'BP';3;'Bayern';2;' 4 ';256
'Kirchner';'Bruno Josef';1953;'NPD';22;;;;102
'Kirf';'Gertrud';1957;'SPD';29;'Saarland';12;' 23 ';'  '
'Kirsch';'Martina';1973;'FDP';17;'Saarland';12;' 10 ';'  '
'Kirstan';'Frank';1965;'SPD';29;'Berlin';3;' 11 ';'  '
'Kisa';'Hakan';1975;'GRÜNE';4;'Bayern';2;' 24 ';'  '
'Kistermann';'Thomas';1970;'MLPD';20;'Nordrhein-Westfalen';10;' 13 ';'  '
'Kisters';'Stefan';1966;'GRÜNE';4;;;;214
'Kitzberger';'Manfred';1959;'REP';14;'Bayern';2;' 7 ';'  '
'Klaeden von';'Eckart Peter Hans';1965;'CDU';6;'Niedersachsen';9;' 2 ';49
'Klages';'Simon';1969;'PIRATEN';26;'Hessen';7;' 2 ';'  '
'Klampe';'Olaf';1955;'FDP';17;'Schleswig-Holstein';15;' 10 ';7
'Klamt';'Ewa';1950;'CDU';6;'Niedersachsen';9;' 15 ';46
'Klamt';'Guido';1970;'ödp';23;;;;265
'Klanke';'Olaf';1967;'NPD';22;;;;42
'Klare';'Wolfgang';1966;'FDP';17;'Nordrhein-Westfalen';10;' 58 ';138
'Klaschka';'Andreas';1958;'FDP';17;'Thüringen';16;' 5 ';189
'Klatt';'Anne';1982;'GRÜNE';4;'Mecklenburg-Vorpommern';8;' 5 ';16
'Klaus';'Helmut';1949;'REP';14;'Bayern';2;' 17 ';'  '
'Klawun';'Werner';1942;'NPD';22;;;;27
'Kleffel';'Anne Käthe';1951;'MLPD';20;'Niedersachsen';9;' 2 ';'  '
'Kleffel';'Kurt-Peter';1953;'MLPD';20;'Niedersachsen';9;' 6 ';42
'Kleiminger';'Christian';1965;'SPD';29;;;;14
'Klein';'Achim';1952;'ödp';23;;;;17
'Klein';'Martin';1959;'DIE LINKE';13;;;;205
'Klein';'Rosalinde';1941;'CM';7;'Bayern';2;' 1 ';'  '
'Klein';'Volkmar';1960;'CDU';6;'Nordrhein-Westfalen';10;' 32 ';149
'Klein-Schmeink';'Maria Anna';1958;'GRÜNE';4;'Nordrhein-Westfalen';10;' 11 ';130
'Kleinert';'Thea';1966;'DIE LINKE';13;'Bremen';5;' 3 ';'  '
'Kleinfeld';'Renate';1952;'SPD';29;'Hamburg';6;' 8 ';'  '
'Kleinmann';'Dr. Peter';1956;'CDU';6;'Saarland';12;' 8 ';'  '
'Kleist';'Alexander';1984;'FDP';17;'Saarland';12;' 9 ';'  '
'Klemke';'Horst Karl Hermann';1937;'RENTNER';28;'Nordrhein-Westfalen';10;' 12 ';'  '
'Klemkow';'Jan';1988;'PIRATEN';26;'Mecklenburg-Vorpommern';8;' 3 ';'  '
'Klenhart';'Heidrich Torwald';1975;'NPD';22;'Bayern';2;' 10 ';232
'Kleppe';'Thomas';1962;'PBC';24;'Bremen';5;' 3 ';'  '
'Klimke';'Jürgen';1948;'CDU';6;'Hamburg';6;' 2 ';23
'Klingbeil';'Lars';1978;'SPD';29;'Niedersachsen';9;' 7 ';36
'Klinge';'Marcel';1980;'FDP';17;'Baden-Württemberg';1;' 29 ';286
'Klingenberg';'Harald';1950;'Freie Union';18;;;;66
'Klinger';'Wolfgang';1961;'DIE LINKE';13;;;;115
'Klingner';'Andreas';1961;'K:Klingner';30;;;;156
'Klis';'Peter';1956;'K:Klis';30;;;;174
'Klöckner';'Julia';1972;'CDU';6;'Rheinland-Pfalz';11;' 6 ';202
'Klodt';'Hubert';1951;'FDP';17;'Nordrhein-Westfalen';10;' 25 ';129
'Klose';'Hans-Ulrich';1937;'SPD';29;;;;24
'Klotzbücher';'Dr. Michael';1951;'FDP';17;'Baden-Württemberg';1;' 22 ';288
'Klotzsche';'Mario';1977;'FDP';17;'Hessen';7;' 21 ';175
'Klug';'Astrid';1968;'SPD';29;'Saarland';12;' 3 ';299
'Klug';'Christoph Augustinus';1950;'MLPD';20;'Nordrhein-Westfalen';10;' 27 ';'  '
'Klug';'Hans-Robert';1972;'NPD';22;;;;199
'Knape';'Andy';1986;'NPD';22;;;;67
'Knapp';'Adolf';1952;'DIE LINKE';13;;;;178
'Knauber';'Martin';1963;'FDP';17;'Nordrhein-Westfalen';10;' 54 ';112
'Knauer';'Detlef';1958;'GRÜNE';4;;;;44
'Knebel';'Daniel';1984;'NPD';22;'Hessen';7;' 4 ';180
'Knitsch';'Peter Erich';1960;'GRÜNE';4;;;;105
'Knoche';'Matthias';1961;'GRÜNE';4;'Hessen';7;' 8 ';172
'Knoche';'Monika';1954;'DIE LINKE';13;'Sachsen';13;' 9 ';159
'Knöchner';'Sieglinde';1953;'DIE LINKE';13;'Bayern';2;' 13 ';224
'Knocke';'Rolf Bernhard';1953;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 33 ';'  '
'Knoerig';'Axel';1967;'CDU';6;'Niedersachsen';9;' 26 ';34
'Knollmann';'Carmen';1956;'CDU';6;'Nordrhein-Westfalen';10;' 37 ';139
'Knopek';'Dr. Lutz';1958;'FDP';17;'Niedersachsen';9;' 9 ';54
'Knöß';'Dr. Per';1977;'FDP';17;;;;204
'Knott';'Thorsten';1974;'FDP';17;'Nordrhein-Westfalen';10;' 29 ';99
'Knuffke';'Frank';1965;'NPD';22;'Brandenburg';4;' 11 ';'  '
'Kobe';'Gerd';1948;'REP';14;'Baden-Württemberg';1;' 13 ';'  '
'Kober';'Pascal';1971;'FDP';17;'Baden-Württemberg';1;' 13 ';289
'Koch';'Christian';1971;'PIRATEN';26;'Niedersachsen';9;' 2 ';'  '
'Koch';'Harald';1954;'DIE LINKE';13;'Sachsen-Anhalt';14;' 6 ';75
'Koch';'Helga';1956;'SPD';29;'Bayern';2;' 20 ';241
'Koch';'Torsten';1967;'GRÜNE';4;;;;52
'Koczy';'Ute Maria Christine';1961;'GRÜNE';4;'Nordrhein-Westfalen';10;' 7 ';136
'Koehler';'Ulrich-Günther';1954;'FDP';17;;;;70
'Koenigs';'Thomas';1944;'GRÜNE';4;'Hessen';7;' 4 ';174
'Koeppen';'Jens';1962;'CDU';6;'Brandenburg';4;' 4 ';58
'Koerlin';'Julia';1954;'SPD';29;'Hessen';7;' 32 ';'  '
'Koesling';'Michael';1976;'FAMILIE';16;'Nordrhein-Westfalen';10;' 9 ';111
'Kofbinger';'Anja';1960;'GRÜNE';4;'Berlin';3;' 5 ';83
'Kofler';'Dr. Bärbel';1967;'SPD';29;'Bayern';2;' 16 ';225
'Koglin';'Hauke';1988;'NPD';22;'Bremen';5;' 5 ';'  '
'Kohl';'Horst';1944;'PBC';24;'Bayern';2;' 11 ';'  '
'Kohle';'Hans August';1935;'CDU';6;'Baden-Württemberg';1;' 55 ';'  '
'Köhler';'Dr. Kristina';1977;'CDU';6;'Hessen';7;' 8 ';179
'Köhler';'Heiko';1974;'NPD';22;;;;265
'Köhler';'Renate Erna';1938;'DVU';11;'Schleswig-Holstein';15;' 1 ';'  '
'Köhler';'Werner';1955;'GRÜNE';4;'Niedersachsen';9;' 16 ';29
